domainname,asn_nr,nr_src,nr_asn,status
dns1.ch,5889.0,,,legitimate
helsana.ch,5886.0,,,legitimate
mirohost.ch,5883.0,,,legitimate
hilfdirselbst.ch,5881.0,,,legitimate
rubmaps.ch,5875.0,,,legitimate
helsinki-design.ch,5874.0,,,legitimate
insideparadeplatz.ch,5866.0,,,legitimate
stylight.ch,5860.0,,,legitimate
ofri.ch,5857.0,,,legitimate
schreibers.ch,5838.0,,,legitimate
he-arc.ch,5837.0,,,legitimate
ntd.ch,5829.0,,,legitimate
pwc.ch,5827.0,,,legitimate
datenpark.ch,5812.0,,,legitimate
mintymood.ch,5809.0,,,legitimate
wlabel.ch,5800.0,,,legitimate
g-point.ch,5788.0,,,legitimate
cablecom.ch,5784.0,,,legitimate
immobilier.ch,5783.0,,,legitimate
shab.ch,5777.0,,,legitimate
netstyle.ch,5776.0,,,legitimate
12-travel.ch,5766.0,,,legitimate
gr.ch,5766.0,,,legitimate
krebsforum.ch,5764.0,,,legitimate
serravalle.ch,5759.0,,,legitimate
wellhosted.ch,5751.0,,,legitimate
bger.ch,5749.0,,,legitimate
neotrend.ch,5742.0,,,legitimate
startupticker.ch,5735.0,,,legitimate
webkeeper.ch,5734.0,,,legitimate
vital-it.ch,5733.0,,,legitimate
emp-eaw.ch,5732.0,,,legitimate
bwise.ch,5731.0,,,legitimate
worldcom.ch,5731.0,,,legitimate
derbund.ch,5726.0,,,legitimate
brw.ch,5726.0,,,legitimate
miinme.ch,5718.0,,,legitimate
northliving.ch,5712.0,,,legitimate
sysco.ch,5710.0,,,legitimate
pronatura.ch,5701.0,,,legitimate
jungfrau.ch,5693.0,,,legitimate
neho.ch,5689.0,,,legitimate
psideo.ch,5687.0,,,legitimate
staempfli.ch,5685.0,,,legitimate
lidl.ch,5684.0,,,legitimate
bluecinema.ch,5667.0,,,legitimate
chmedia.ch,5662.0,,,legitimate
nationalmuseum.ch,5662.0,,,legitimate
monumenta.ch,5653.0,,,legitimate
kdy.ch,5650.0,,,legitimate
toweb.ch,5645.0,,,legitimate
mx3.ch,5642.0,,,legitimate
bkw.ch,5634.0,,,legitimate
internet-box.ch,5625.0,,,legitimate
corinphila.ch,5618.0,,,legitimate
scootertuning.ch,5616.0,,,legitimate
bzbasel.ch,5614.0,,,legitimate
hogru.ch,5610.0,,,legitimate
ljshop.ch,5580.0,,,legitimate
apfelkiste.ch,5580.0,,,legitimate
hunkemoller.ch,5577.0,,,legitimate
sweetch.ch,5575.0,,,legitimate
deindeal.ch,5568.0,,,legitimate
efinancialcareers.ch,5560.0,,,legitimate
go-fet.ch,5558.0,,,legitimate
batiplus.ch,5558.0,,,legitimate
mediamarkt.ch,5556.0,,,legitimate
qlmail.ch,5541.0,,,legitimate
digitag.ch,5537.0,,,legitimate
leunet.ch,5536.0,,,legitimate
carpetarian.ch,5524.0,,,legitimate
gt2i.ch,5523.0,,,legitimate
hin.ch,5509.0,,,legitimate
europosters.ch,5505.0,,,legitimate
medi-lum.ch,5504.0,,,legitimate
puzzle.ch,5501.0,,,legitimate
chinabooks.ch,5487.0,,,legitimate
sportmania.ch,5477.0,,,legitimate
esa.ch,5471.0,,,legitimate
arcanite-infra.ch,5461.0,,,legitimate
cinematheque.ch,5461.0,,,legitimate
srk-bern.ch,5461.0,,,legitimate
thurgauerzeitung.ch,5452.0,,,legitimate
komodo.ch,5446.0,,,legitimate
xmodels-live.ch,5437.0,,,legitimate
perfecthair.ch,5436.0,,,legitimate
pillarbox.ch,5425.0,,,legitimate
kirchenweb.ch,5422.0,,,legitimate
popscan.ch,5415.0,,,legitimate
smallte.ch,5415.0,,,legitimate
mailxpert.ch,5413.0,,,legitimate
arkit.ch,5411.0,,,legitimate
landi.ch,5406.0,,,legitimate
fnac.ch,5402.0,,,legitimate
noxie.ch,5399.0,,,legitimate
marketingspot.ch,5396.0,,,legitimate
genshin.ch,5395.0,,,legitimate
scb.ch,5389.0,,,legitimate
gmgnet.ch,5384.0,,,legitimate
vogelwarte.ch,5378.0,,,legitimate
cldns.ch,5377.0,,,legitimate
ideoon.ch,5374.0,,,legitimate
pnow.ch,5373.0,,,legitimate
galactus.ch,5369.0,,,legitimate
computech-rz.ch,5363.0,,,legitimate
sdd1.ch,5361.0,,,legitimate
solothurnerzeitung.ch,5353.0,,,legitimate
brack.ch,5343.0,,,legitimate
coronachur.ch,5342.0,,,legitimate
fust.ch,5338.0,,,legitimate
alstom.ch,5319.0,,,legitimate
anton.ch,5313.0,,,legitimate
idsia.ch,5312.0,,,legitimate
bluemouse.ch,5310.0,,,legitimate
netspan.ch,5305.0,,,legitimate
hawk.ch,5296.0,,,legitimate
hopitalrivierachablais.ch,5281.0,,,legitimate
internetstore.ch,5279.0,,,legitimate
backslash.ch,5274.0,,,legitimate
zooplus.ch,5265.0,,,legitimate
citycable.ch,5258.0,,,legitimate
landliebe.ch,5242.0,,,legitimate
swica.ch,5242.0,,,legitimate
faust.ch,5240.0,,,legitimate
stockfood.ch,5239.0,,,legitimate
amag.ch,5238.0,,,legitimate
quickline.ch,5236.0,,,legitimate
2edaadmin.ch,5230.0,,,legitimate
loeffler-shop.ch,5225.0,,,legitimate
looddl.ch,5214.0,,,legitimate
teleboy.ch,5207.0,,,legitimate
babynames.ch,5204.0,,,legitimate
vermoegenszentrum.ch,5203.0,,,legitimate
locarnofestival.ch,5201.0,,,legitimate
buchhaus.ch,5182.0,,,legitimate
tagblatt.ch,5180.0,,,legitimate
it-worx.ch,5167.0,,,legitimate
beliani.ch,5165.0,,,legitimate
zic-network.ch,5165.0,,,legitimate
ggaweb.ch,5162.0,,,legitimate
snf.ch,5157.0,,,legitimate
freitag.ch,5152.0,,,legitimate
wnd.ch,5150.0,,,legitimate
games.ch,5148.0,,,legitimate
swissdigicert.ch,5143.0,,,legitimate
rhyner.ch,5142.0,,,legitimate
witweb.ch,5140.0,,,legitimate
just-eat.ch,5137.0,,,legitimate
wineshopit.ch,5135.0,,,legitimate
poole.ch,5133.0,,,legitimate
nsb.ch,5132.0,,,legitimate
prohelvetia.ch,5124.0,,,legitimate
go4web.ch,5123.0,,,legitimate
trabber.ch,5122.0,,,legitimate
meiko.ch,5115.0,,,legitimate
ender-informatics.ch,5115.0,,,legitimate
u-buy.ch,5111.0,,,legitimate
web4business.ch,5108.0,,,legitimate
mail.ch,5103.0,,,legitimate
lenouvelliste.ch,5089.0,,,legitimate
interdiscount.ch,5084.0,,,legitimate
concord.ch,5084.0,,,legitimate
ulrichard.ch,5082.0,,,legitimate
sarasin.ch,5079.0,,,legitimate
suva.ch,5077.0,,,legitimate
domaintraffic.ch,5065.0,,,legitimate
hcd.ch,5064.0,,,legitimate
fph.ch,5062.0,,,legitimate
totalcommander.ch,5056.0,,,legitimate
swissmilitarywatches.ch,5046.0,,,legitimate
skyguide.ch,5046.0,,,legitimate
nswow.ch,5043.0,,,legitimate
your-web.ch,5043.0,,,legitimate
pfister.ch,5042.0,,,legitimate
mailprofiler.ch,5034.0,,,legitimate
net2000.ch,5025.0,,,legitimate
slsp.ch,5024.0,,,legitimate
xcampaign.ch,5023.0,,,legitimate
immomigsa.ch,5018.0,,,legitimate
universityrankings.ch,5017.0,,,legitimate
serverdns.ch,5012.0,,,legitimate
philosophie.ch,5005.0,,,legitimate
bluemail.ch,5004.0,,,legitimate
asstra.ch,5002.0,,,legitimate
onionplay.ch,4995.0,,,legitimate
freinetz.ch,4989.0,,,legitimate
kfsb.ch,4976.0,,,legitimate
hug.ch,4976.0,,,legitimate
fuw.ch,4973.0,,,legitimate
leparking-moto.ch,4970.0,,,legitimate
pamono.ch,4966.0,,,legitimate
vistaprint.ch,4959.0,,,legitimate
filmcharts.ch,4956.0,,,legitimate
playat.ch,4952.0,,,legitimate
blue.ch,4951.0,,,legitimate
giroudmathias.ch,4942.0,,,legitimate
enidan.ch,4942.0,,,legitimate
nifff.ch,4939.0,,,legitimate
lovecoupons.ch,4938.0,,,legitimate
transa.ch,4935.0,,,legitimate
pinex.ch,4924.0,,,legitimate
naturefirst.ch,4918.0,,,legitimate
identibitsuisse.ch,4916.0,,,legitimate
guests.ch,4909.0,,,legitimate
dns24.ch,4904.0,,,legitimate
cineman.ch,4904.0,,,legitimate
helveticat.ch,4903.0,,,legitimate
eqipe.ch,4902.0,,,legitimate
streameast.ch,4901.0,,,legitimate
globus.ch,4900.0,,,legitimate
skiresort.ch,4896.0,,,legitimate
swissmilk.ch,4893.0,,,legitimate
vidaxl.ch,4891.0,,,legitimate
levidia.ch,4876.0,,,legitimate
vertbaudet.ch,4875.0,,,legitimate
newhome.ch,4873.0,,,legitimate
csem.ch,4872.0,,,legitimate
mobiliar.ch,4872.0,,,legitimate
entscheidsuche.ch,4862.0,,,legitimate
burgerbib.ch,4861.0,,,legitimate
dabag.ch,4860.0,,,legitimate
talus.ch,4857.0,,,legitimate
friendlyanalytics.ch,4854.0,,,legitimate
fima-hosting.ch,4841.0,,,legitimate
educa.ch,4840.0,,,legitimate
osm.ch,4839.0,,,legitimate
so.ch,4833.0,,,legitimate
kunsthaus.ch,4831.0,,,legitimate
recht.ch,4824.0,,,legitimate
medisupport.ch,4823.0,,,legitimate
appenzellerzeitung.ch,4813.0,,,legitimate
babista.ch,4804.0,,,legitimate
onelog.ch,4800.0,,,legitimate
aeschbach-chaussures.ch,4795.0,,,legitimate
entex.ch,4794.0,,,legitimate
meister-messer.ch,4787.0,,,legitimate
cybernetwork.ch,4783.0,,,legitimate
cloudscale.ch,4781.0,,,legitimate
flatfox.ch,4773.0,,,legitimate
3ppp3.ch,4772.0,,,legitimate
diagboss.ch,4767.0,,,legitimate
chlamdb.ch,4755.0,,,legitimate
wng.ch,4754.0,,,legitimate
feel-ok.ch,4746.0,,,legitimate
bern.ch,4744.0,,,legitimate
